Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGQ,ECO00001,6.97697,7.19126,8.36983,-inf,8.65554,N,Y,Y,N,0.07795,0.02119,N,N,3,0
LOGZ,ECO00001,0.30103,-0.25479,inf,-0.35287,inf,Y,Y,N,Y,0.00000,0.39211,N,N,2,49
LOGQ,ECO00004,7.47697,7.36983,7.72697,7.29840,8.11983,Y,Y,N,N,0.00000,0.00133,N,N,1,14
LOGZ,ECO00004,-0.64713,-0.77791,-0.48365,-0.84330,-0.18940,Y,Y,N,N,0.00000,0.00062,N,N,2,20
LOGQ,ECO00008,7.04840,-inf,7.19126,-inf,7.33411,Y,Y,Y,N,0.38589,0.00000,N,N,1,2
LOGZ,ECO00008,-0.61443,-0.74521,-0.51635,-0.84330,-0.38557,Y,Y,N,N,0.00000,0.00017,N,N,2,21
LOGQ,ECO00017,7.36983,7.26268,7.54840,7.19126,7.83411,Y,Y,N,N,0.00001,0.00032,N,N,1,11
LOGZ,ECO00017,-0.74521,-0.81060,-0.54904,-0.87599,-0.35287,Y,Y,N,N,0.00000,0.00053,N,N,3,17
LOGQ,ECO00018,7.19126,7.11983,7.36983,7.04840,7.58411,Y,Y,N,N,0.02076,0.00009,N,N,1,6
LOGZ,ECO00018,-0.64713,-0.74521,-0.51635,-0.81060,-0.35287,Y,Y,N,N,0.00000,0.00065,N,N,2,20
LOGQ,ECO00023,7.11983,7.04840,7.26268,-inf,7.47697,Y,Y,N,N,0.10265,0.00002,N,N,1,4
LOGZ,ECO00023,-0.58174,-0.67982,-0.48365,-0.74521,-0.28748,Y,Y,N,N,0.00000,0.00065,N,N,2,22
LOGQ,ECO00027,7.29840,7.22697,7.47697,7.15554,7.76268,Y,Y,N,N,0.00012,0.00026,N,N,1,9
LOGZ,ECO00027,-0.64713,-0.74521,-0.51635,-0.84330,-0.32018,Y,Y,N,N,0.00000,0.00091,N,N,2,20
LOGQ,ECO00035,7.01268,-inf,7.19126,-inf,7.44126,Y,Y,Y,N,0.38646,0.00003,N,N,1,1
LOGZ,ECO00035,-0.54904,-0.61443,-0.41826,-0.67982,-0.25479,Y,Y,N,N,0.00000,0.00164,N,N,2,23
LOGQ,ECO00036,7.40554,7.33411,7.65554,7.22697,8.04840,Y,Y,N,N,0.00000,0.00113,N,N,1,12
LOGZ,ECO00036,-0.64713,-0.74521,-0.48365,-0.84330,-0.15670,Y,Y,N,N,0.00000,0.00169,N,N,2,20
LOGQ,ECO00054,7.19126,7.11983,7.36983,7.04840,7.54840,Y,Y,N,N,0.00808,0.00007,N,N,1,6
LOGZ,ECO00054,-0.77791,-0.84330,-0.64713,-0.90869,-0.51635,Y,Y,N,N,0.00000,0.00018,N,N,2,16
LOGQ,ECO00058,7.11983,7.04840,7.26268,7.01268,7.44126,Y,Y,N,N,0.06973,0.00001,N,N,1,4
LOGZ,ECO00058,-0.64713,-0.81060,-0.54904,-0.87599,-0.41826,Y,Y,N,N,0.00000,0.00024,N,N,3,20
LOGQ,ECO00061,6.97697,-inf,7.15554,-inf,7.29840,Y,Y,Y,N,0.53277,0.00000,Y,N,1,0
LOGZ,ECO00061,-0.51635,-0.61443,-0.35287,-0.67982,-0.18940,Y,Y,N,N,0.00000,0.00074,N,N,2,24
LOGQ,ECO00068,7.19126,7.11983,7.36983,7.04840,7.54840,Y,Y,N,N,0.01139,0.00004,N,N,1,6
LOGZ,ECO00068,-0.61443,-0.71252,-0.48365,-0.81060,-0.28748,Y,Y,N,N,0.00000,0.00104,N,N,2,21
LOGQ,ECO00069,7.22697,7.15554,7.36983,7.08411,7.54840,Y,Y,N,N,0.00325,0.00003,N,N,1,7
LOGZ,ECO00069,-0.64713,-0.77791,-0.51635,-0.84330,-0.38557,Y,Y,N,N,0.00000,0.00044,N,N,3,20
LOGQ,ECO00073,7.29840,7.19126,7.47697,7.11983,7.69126,Y,Y,N,N,0.00045,0.00016,N,N,1,9
LOGZ,ECO00073,-0.58174,-0.67982,-0.45096,-0.74521,-0.25479,Y,Y,N,N,0.00000,0.00086,N,N,2,22
LOGQ,ECO00102,6.97697,-inf,7.19126,-inf,7.51268,Y,Y,Y,N,0.53414,0.00006,Y,N,1,0
LOGZ,ECO00102,-0.54904,-0.61443,-0.41826,-0.67982,-0.18940,Y,Y,N,N,0.00000,0.00357,N,N,2,23
LOGQ,ECO00103,7.79840,7.65554,7.97697,7.54840,8.19126,Y,Y,N,N,0.00000,0.00138,N,N,1,23
LOGZ,ECO00103,-0.97408,-1.03947,-0.81060,-1.10486,-0.61443,Y,Y,N,N,0.00000,0.00000,N,N,2,10
LOGQ,ECO00105,7.11983,7.04840,7.26268,-inf,7.40554,Y,Y,N,N,0.10144,0.00000,N,N,1,4
LOGZ,ECO00105,-0.64713,-0.81060,-0.54904,-0.87599,-0.41826,Y,Y,N,N,0.00000,0.00006,N,N,3,20
LOGQ,ECO00117,7.01268,7.01268,7.33411,-inf,8.26268,Y,Y,Y,N,0.30818,0.00212,N,N,2,1
LOGZ,ECO00117,-0.58174,-0.61443,-0.35287,-0.67982,0.20294,Y,Y,N,N,0.00000,0.01496,N,N,3,22
LOGQ,ECO00124,7.29840,7.22697,7.58411,7.11983,8.26268,Y,Y,N,N,0.00025,0.00250,N,N,1,9
LOGZ,ECO00124,-0.67982,-0.74521,-0.48365,-0.81060,-0.09131,Y,Y,N,N,0.00000,0.00160,N,N,3,19
LOGQ,ECO00139,7.47697,7.40554,7.72697,7.33411,8.08411,Y,Y,N,N,0.00000,0.00103,N,N,1,14
LOGZ,ECO00139,-0.77791,-0.84330,-0.54904,-0.90869,-0.25479,Y,Y,N,N,0.00000,0.00028,N,N,2,16
LOGQ,ECO00141,7.11983,7.04840,7.26268,-inf,7.44126,Y,Y,N,N,0.12340,0.00000,N,N,1,4
LOGZ,ECO00141,-0.58174,-0.67982,-0.48365,-0.74521,-0.32018,Y,Y,N,N,0.00000,0.00029,N,N,2,22
LOGQ,ECO00142,7.26268,7.15554,7.40554,7.08411,7.58411,Y,Y,N,N,0.00507,0.00004,N,N,1,8
LOGZ,ECO00142,-0.58174,-0.67982,-0.45096,-0.81060,-0.28748,Y,Y,N,N,0.00000,0.00070,N,N,2,22
LOGQ,ECO00145,7.01268,-inf,7.15554,-inf,7.26268,Y,Y,Y,N,0.46488,0.00000,N,N,1,1
LOGZ,ECO00145,-0.81060,-0.87599,-0.61443,-0.94138,-0.48365,Y,Y,N,N,0.00000,0.00002,N,N,2,15
LOGQ,ECO00161,6.97697,-inf,7.11983,-inf,7.22697,Y,Y,Y,N,0.68052,0.00000,Y,N,1,0
LOGZ,ECO00161,-0.41826,-0.48365,-0.22209,-0.58174,-0.05862,Y,Y,N,N,0.00000,0.00233,N,N,2,27
LOGQ,ECO00169,7.01268,-inf,7.19126,-inf,7.36983,Y,Y,Y,N,0.41427,0.00001,N,N,1,1
LOGZ,ECO00169,-0.54904,-0.61443,-0.38557,-0.71252,-0.22209,Y,Y,N,N,0.00000,0.00100,N,N,2,23
LOGQ,ECO00176,6.97697,-inf,7.15554,-inf,7.29840,Y,Y,Y,N,0.53839,0.00000,Y,N,1,0
LOGZ,ECO00176,-0.64713,-0.71252,-0.51635,-0.77791,-0.38557,Y,Y,N,N,0.00000,0.00017,N,N,2,20
LOGQ,ECO00185,7.26268,7.15554,7.40554,7.08411,7.69126,Y,Y,N,N,0.00183,0.00032,N,N,1,8
LOGZ,ECO00185,-0.64713,-0.77791,-0.54904,-0.84330,-0.32018,Y,Y,N,N,0.00000,0.00127,N,N,2,20
LOGQ,ECO00190,7.15554,7.08411,7.29840,7.01268,7.47697,Y,Y,N,N,0.05333,0.00001,N,N,1,5
LOGZ,ECO00190,-0.61443,-0.67982,-0.48365,-0.77791,-0.35287,Y,Y,N,N,0.00000,0.00032,N,N,2,21
